keywords,context,text
blow#hair#brush#dry,The,"The hair is blown dry, then brushed to create the illusion of long, straight hair (i."
tie#boat#dock#pull,The,The boat is pulled up to the dock by a tow truck and tied up at the end of.
take#wedding#photographer#picture,The,"The wedding took place in the picturesque village of Carinthia, a photographer's dreamland."
building#street#surround#walk,The,The building is surrounded by a grassy median and walks around the main street of the commercial district.
cut#comb#scissor#hair,The,The man scissor-cut the hair off his head and combed it into a bun.
sit#floor#massage#foot,The,"The baby is sitting on the floor with his feet up, and is being massage by a woman."
climb#top#rope#slide,The,The man climbing the top of the rope is a man sliding down a rope with a rope behind him.
swim#watch#kid#pool,The,"The kids are watching the swimming pool, and they are going to be able to swim in it."
buy#wait#cream#line,The,The line was waiting for the cream to be poured before they were to be bought by the customer.
hair#bathroom#clipper#cut,The,The bathroom has a white clipper with cut-outs for hair and skin and a yellow toilet.
talk#sit#listen#microphone,The,The man is talking to a man who sits on a TV listening to the radio with a microphone.
house#build#front#stand,The,"The house was built in front of a standing stone wall, with the yard behind it being raised."
field#jump#track#practice,The,The field is open to the general public to jump in and practice on the track in the morning.
device#clean#house#gutter,The,The device is powered by a gutter-topped house and has been cleaning up the streets.
check#tire#pressure#gauge,The,The tire pressure can be checked by the gauge on the front of the tire and by the wheel.
read#story#teacher#listen,The,"The story is read by a teacher, who listens to the story from the narrator's point of view."
give#professor#student#lecture,The,"The students gave lectures on the history of medicine, but also taught how to become a medical professor."
demonstrate#eyebrow#makeup#apply,The,"The makeup of a woman demonstrates how she applies her eyebrows, eyes, and skin to her face."
shake#talk#sit#chair,The,The man is sitting on a chair while talking and shaking his head and speaking to the camera repeatedly.
carry#beach#shoe#walk,The,The man is carrying a walkie-talkie and is wearing a shoe on his left foot.
cup#drink#sit#chair,The,"The man is sitting in the chair, drinking a cup of coffee and writing on the blackboard."
wave#crash#ocean#swim,The,The wave of swimmers who crashed into the ocean during the first day of the Hong Kong Olympics.
ball#watch#side#throw,The,"The boy throws a ball to his father, who watches it with a smirk on his side."
take#blow#hit#smoke,The,The smoke billows as a man takes a blow to the face while hitting a woman with her car.
background#tie#tie#music,The,"The music ties into the theme of the film, tying into the background of the music as well."
cube#eye#close#solve,The,The Dodd-Walls solve this problem by closing the Dodd-Jams with eyes and hearts.
shave#clipper#pair#beard,The,The pair of black and white slippers have a beard and clave on the front of them.
ride#sail#sand#attach,The,"The sand was attached to the sail and the sail to the keel, riding on each other."
take#father#picture#son,The,"The father of George Floyd, the son who took a picture of himself in front of the building."
race#dog#muzzle#wear,The,"The dog is wearing a muzzle for a race, and the dog is going to win the race."
vehicle#store#park#front,The,"The vehicle is parked at the front of the store, and it is unstaffed in front."
wear#lady#clothing#stand,The,"The lady is wearing a black and white dress that stands out in her wardrobe, and white clothing."
fall#leave#dog#run,The,"The dog ran away, but the dog soon left again after the man fell asleep on the couch."
painter#paint#window#building,The,The painting is a stained glass window depicting the life of the Virgin Mary by painters and buildings.
lens#eye#hold#place,The,"The man's eyes held a hint of guilt, and he placed his left hand on his chest."
wear#run#number#shirt,The,"The man is wearing a number of shirts, including one that runs down the front of his shirt."
carry#suit#briefcase#walk,The,"The suit was briefcase with a man walking around carrying it, and the man in the suit."
hand#mug#hold#handle,The,The man is holding a mug that has a handle with a red and white hand-painted logo.
wear#ramp#ride#skateboard,The,"The skateboard is worn on the right skateboard, while the skateboard rides on the ramp."
room#walk#hit#ball,The,"The ball is hit in the living room, and the man walks away with the ball in tow."
watch#front#stand#table,The,"The man is standing in front of a table with a watch, and behind him is another man."
wash#help#mother#dish,The,The mother of a boy who was killed in a dish was helped to wash up the blood off.
cloth#shoe#bottom#clean,The,"The cloth was clean and the shoes were well cleaned, but the bottom of the shoe was black."
foot#bed#lie#massage,The,The woman is lying on the bed with her feet up and her head down on a massage table.
stand#mountain#top#look,The,"The top of the mountain stands out, looking out over the green meadow and the surrounding mountains."
sit#cut#piece#table,The,The table below lists the top 50 pieces of furniture that are cut from the same satin cloth.
hair#laugh#shave#friend,The,The man is a friend of one of the women who has been shaved off her hair by laughing.
parade#carry#instrument#dress#costume,The,The man is dressed in a costume of a paraded man carrying a musical instrument in his hand.
food#chef#prepare#front#grill,The,The chef is preparing food in front of a grill with lots of toppings on the counter top.
dive#throw#retrieve#pool#object,The,The object of the swimming pool is to retrieve a person who has been thrown into the water overboard.
lead#street#march#major#band,The,"The band then marched down Main Street, leading a major march on May 30, 1876 against."
front#stand#car#take#photo,The,"The photos taken in front of the car stand out, as they were taken from the same angle."
menu#waiter#read#stand#table,The,"The waiter is standing behind the table, and the menu is read to the waiter by the customer."
current#jostle#hold#tumble#hand,The,The jostling continued until the current hand was holding a teddy bear and it fell down.
ride#road#truck#look#vehicle,The,The truck is looking at a vehicle that was riding down the road in front of it at the.
raft#pose#kid#water#friend,The,The kids are posing for a group photo with their friends and the water is about to be raked.
sit#dirt#knoll#grass#cover,The,The man is covered in dirt and is sitting on the grass knoll with a stick in his hand.
wear#hold#desk#microphone#jacket,The,"The man holds a black jacket with a microphone on it, wearing a black and white desk shirt."
leg#stretch#count#lay#floor,The,"The upper floor stretch is laid out to the left of the legs, with a count-up."
cover#front#mountain#wear#short,The,"The mountains are covered in short, worn-out trees in front of the village, and above them there"
facility#take#art#class#place,The,"The arts facility was taken over by the National Gallery of Art, which placed it in its class."
washer#clothe#dryer#take#laugh,The,The dryer takes a man's clothes and rinses them in the washing machine to disinfect.
shore#fish#watch#boat#suit,The,The fish is in a small boat and is being watched by a man dressed in a shore suit.
laugh#clipper#blow#fingernail#clip,The,The clipper was laughing and blowing its fingernails at the camera with a clip of it.
parrot#dog#ball#air#sit,The,The dog sits on the ball of the air and parrot-like in its response to it.
side#stand#watch#gymnast#bar,The,"The gymnast is standing on the side of a bar, while someone is watching him from behind."
carry#toddler#sandal#pillowcase#short,The,The sandal is also carried by the toddler who shorts and tugs on a T-shirt.
rub#button#stomach#finger#stick,The,The sticks are rubber-tired and the finger-stick button is on the left of the stomach.
pump#bucket#soda#pour#pump,The,"The water pump is poured into a bucket, and the soda is poured onto the pump's pump."
front#sit#sidewalk#helmet#scooter,The,The man with a helmet sits on a sidewalk in front of a scooter and scooter dealership.
set#drummer#guitarist#stage#middle,The,"The band set up in the middle of the stage, with guitarist and keyboardist Robbie Robertson behind; drummer"
money#hold#wait#ride#sign,The,"The man is holding a sign that says, ""Waiting for money is like riding a bike."
water#umbrella#runner#give#hold,The,"The runner is given an umbrella, which she holds up to the water as she is being evacuated."
water#fire#talk#wood#pot,The,The fire was extinguished around 11:30 a.
end#kiss#ceremony#wife#husband,The,"The ceremony ends with a kiss from her husband, and his wife then kisses him on the cheek."
wear#river#jump#short#swim,The,The man is wearing shorts and a T-shirt when he jumps over the river and swims.
bag#plate#carry#head#rest,The,The plate carries the head of a man with a bag over his head and rest of his body.
table#wine#glass#drink#swirl,The,The wine is swirling around in a glass on the table and drinking it out of a small mug.
tire#glove#wear#put#tube,The,The man is wearing a mask and putting his gloves on the tube before he tries to open it.
take#onesie#nap#wear#side,The,The onesie is wearing a nap on her side and she is taking off her shirt to show.
vendor#ride#weather#bike#bundle,The,"The bike is a fun ride, with a bundle of weather-proofing to handle the vendor."
team#score#player#attempt#point,The,The player attempts to score a point with one of his or her team's three or more players.
food#grill#serve#street#cook,The,The restaurant is served by a grill that cooks food on the street and out of the oven itself.
number#insert#enter#card#machine,The,"The cards are inserted into a machine, which then enters the number of cards into the correct slot."
treasure#water#dirt#find#sift,The,The water is found in the dirt and sift through it to extract the treasure from it.
tear#front#laugh#paper#face,The,The paper was face-to-face with a teddy bear in front of him and laughing.
machine#worker#quality#meat#check,The,The worker checks the quality of the meat with a digital microscope to ensure that it is free from machines.
walk#laugh#sidewalk#smile#wear,The,"The man is smiling, wearing a sidewalk walker, and is laughing to himself as he walks."
top#wear#smile#flop#skirt,The,"The flop is wearing a skirt, and she is smiling at the top of her flop."
field#pose#crowd#team#background,The,The team also posed the question to a large crowd of people in a field with a red background.
view#sunset#building#color#light,The,"The building lit up with a beautiful sunset, and a view of the sea and the bright colors."
toilet#stand#dress#leg#shave,The,The man is dressed in a white t-shirt and is standing with his legs shaved toilet.
picture#tulip#front#kiss#take,The,The girl takes a picture of tulips and kisses them in front of her father before she goes.
equipment#photographer#learn#son#use,The,The photographer uses his equipment to learn about his son and how he is doing with his new life.
air#hit#gong#fly#bird,The,"The Gong hits the bird, and it flies off into the air, only to be hit."
bounce#cup#ball#table#top,The,The Ball and the Ball Cup is a bounce table at the top of the Ball and Ball Cup.
throw#ball#string#attach#spin,The,"The ball is attached to the strings and spun, but the balls are thrown from the same place."
space#chair#fill#riser#stand,The,"The Riser is a stand-alone space station, which is filled with a riser chair."
vase#arrange#flower#tutorial#give,The,"The tutorial is arranged in five steps, each of which gives the flower a Vase-like."
push#cart#shirt#wear#stripe,The,The man wearing a black shirt and black shorts pushed his cart with a black and white striped shirt.
clip#sit#nail#chair#cat,The,The cat is sitting on a chair with a nail in its tail and a flamethrower clip.
put#bread#bag#plate#take,The,The plate is taken to the bread bag and put in the oven for 10 minutes at 350 degrees.
hand#cat#pet#lay#bed,The,The cat lays down on the bed and pets the hand of the man who is on the couch.
wax#leg#pull#hair#put,The,The man pulls his hair back and puts it in a ponytail before waxing his legs.
branch#jump#ground#climb#tree,The,"The branches are long and the ground is steep, and the trees jump and climb over each other."
newspaper#write#rest#chin#hand,The,"The rest of the newspaper was handed over to the chin, and he wrote the rest of it."
animal#meat#butcher#section#cut,The,"The animal is cut up into sections, butcher meat is added to each section, and the meat."
tire#hit#use#hammer#coach,The,The coach uses a hammer to hit the pitch and the umpires do the same for him.
sofa#shirt#work#laptop#sit,The,The man is working on a laptop with a Sofa and a shirt sitting on top of it.
run#dirt#lip#lick#grass,The,The lips of a man licks the grass as he runs through the dirt on his way home.
pole#walk#stand#head#hold,The,"The pole is held by two men, one of whom is walking with the head of a stand."
machine#movement#capture#move#continue,The,"The movement continued to move forward, but it was captured by the machine gun fire of the U."
uniform#perform#stretch#exercise#team,The,The team also performed a stretch exercise in which they were able to uniformify the size differences.
stocking#stripe#carry#wear#multicolor,The,The stripes were worn by multicolor ships and carried the stocking number of the ship's.
tree#couple#kid#climb#water,The,"The couple climbed into the water to avoid the kids, who were still in the trees around them."
leg#ball#strike#bowl#roll,The,"The ball struck the bowler's leg, and he rolled to the ground in a white bowl."
push#balance#ball#hand#foot,The,"The ball is then pushed forward by the hand, with the foot balancing on the ball's foot."
street#case#sunglass#walk#beer,The,"The street is lit up in blue and red, in case you walk by a beer or sunglasses."
ladder#window#stand#squeegee#clean,The,"The windows of the lorry are closed, and a woman stands inside squeegeeing clean glass."
field#sit#head#cow#rub,The,"The cows are sitting on the head of a young cow, and the field is under the head."
float#barrel#wreckage#piece#body,The,The wreckage of the body of a man floating in the barrel of a piece of machinery in water.
follow#close#car#walk#frame,The,"The car was closed in both directions, and the frame was walked around the following day by police."
put#track#watch#marble#roll,The,"The tracks roll by, and someone puts a marble watch on the ground next to the whiteboard."
tie#knot#rope#connect#waist,The,The ropes are tied to the waist and connected to the knots on the other end of the rope.
crowd#stage#concert#jump#surfs,The,The crowd at the first stage of the surfskiing jump at a concert on sunday.
hold#bar#weight#shoulder#squat,The,"The bar held its own, with a weight of 1, squat, and shoulder-to-bar."
grow#day#water#beach#turn,The,The beach turned out to be a beautiful day with clear blue waters and a growing crowd of tourists.
kilt#dress#stand#front#bagpipe,The,"The man is dressed in a bagpipe, and is standing in front of a kilt bagpipe."
jump#hose#pool#spray#dog,The,The swimming pool has a dog water hose that can be used to spray the dog's jumping off.
climb#wear#wall#gear#attempt,The,"The first attempt to wear the gear on the wall was difficult, climbing up and down the walls."
team#quarterback#throw#pass#game,The,"The game passes through the quarterback, who throws to one of the two running backs and the team."
toddler#music#dance#pink#dress,The,"The girls are dressed in pink and dance to music, while the musicians are dressed as Tigerlers."
chalk#ground#write#hold#box,The,The film was held in Chalk is written in the box at the ground floor of the hotel.
jug#table#sit#slice#juice,The,"The man sitting next to him sliced the juice on the table with a knife and jokingly joked: ""."
cubicle#slope#wire#hang#snowboarder,The,The snowboarder is hanging out on the slopes with his family and cubicles with his wires.
blow#bubble#wand#solution#dip,The,The Magic Wand is a bubble-like solution that is blown into the wand by a dipping stick.
pelican#float#food#watercraft#cut,The,The watercraft was cut in half by the pelican and floated down the food and watercraft.
wear#stare#clothing#color#stand,The,"The man is wearing a gray shirt, black pants, and gray shoes, and stands colorless."
heel#receive#news#kick#joy,The,"The news was received with joy by the ""heel kickers"" of New York City FC."
stick#lady#sit#hold#ground,The,The lady is holding a stick that is sitting on the ground next to her and she is laughing.
item#hand#slab#smile#sit,The,The slippers are a hand-made slippers with a smile sitting on the top of items.
head#suit#audience#wear#cover,The,The suit is also wearing a black mask to cover his head and an audience member covers his face.
bite#collar#bed#dog#cat,The,"The dog is biting the cat, but the collar is on the bed and the cat is lying down."
floor#tip#foot#toe#stand,The,The square feet of the square feet that are standing at the tip of the floor with their toes.
floor#sweep#raincoat#wear#hat,The,"The raincoats sweep the floor, wearing hat and gloves to protect themselves from the cold weather."
bridge#look#shirt#hold#bottle,The,The man in white shirt is holding a bottle of what looks like a syringe under a bridge.
shirt#wear#race#run#sunglass,The,The man is wearing a black shirt and shorts while running through the race with sunglasses and red sunglasses.
hand#stage#award#shake#receive,The,"The award was handed out to Shamsul Alam, who received the stage name shake the hands."
hand#car#drive#smile#cup,The,"The man is smiling, he is making a car with the hand drive in the cup of coffee."
ride#wear#horse#redheade#costume,The,The horse is wearing redheade costume and riding a redheaded horse in the same scene.
use#skin#tool#apple#peel,The,"The tools used include apples, peaches, oranges, grapes and other local fruits used for skin."
wear#sweater#boot#swing#hang,The,The boots are worn by the boots-wearing character to hang on to their boots and boots.
kid#event#perform#school#practice,The,The kids are performing at a school that is practicing for an event that is going to be held.
player#bus#listen#coat#wear,The,"The bus is wearing a red coat, while the players are listening to music on their mobile phones."
ticket#dress#sidewalk#sailor#hold,The,The sailor is dressed in a tuxedo and holds a ticket on the sidewalk for the event.
swimmer#stroke#swim#pool#side,The,The swimming pool has a side-swimmer's pool with a stroke pool and a swimming pool.
dirt#push#pile#rock#bulldozer,The,"The bulldozer pushed dirt onto the pile of rock, and the bulldozer started to smash it."
eye#shirt#guitar#jean#close,The,The man in the shirt was jeans-and-t-shirt and closed his eyes with guitar.
side#drive#blow#snow#blower,The,The snow blower is powered by a single-cylinder engine driven by a blow-side.
open#turn#handle#close#door,The,"The doors were closed, but the handle was turned and someone opened the door for the first time."
pound#place#wall#mallet#brick,The,"The walls are mallet-thick, and the bricks are of a pound and a place."
chase#animal#dog#string#stuff,The,"The dog is chasing a string of animal stuff, such as dog chases, and other animals."
lip#mouth#gum#close#open,The,"The mouth opens wide, and the tongue is closed against the gum and the upper lip is raised."
bottle#sit#milk#floor#drink,The,The bottle is sitting on the floor of the refrigerator with the milk and drink in it's natural position.
dust#cloud#work#worker#create,The,The construction workers were working hard to create dust storm clouds around the building as they worked on it.
car#resemble#leave#locomotive#line,The,"The car is closely resembling the locomotives that were used on the line, leaving no doubt."
driver#drive#cellphone#bus#talk,The,"The driver is driving a pickup truck and talking to the bus driver, who is on his cellphone."
clothe#act#dress#multicolore#perform,The,The multicolored dress has been performing well in her clothes and acting roles since she was 16.
catch#kid#run#football#field,The,The kids are caught in the middle of a football field running away from an angry mob of fans.
hold#shirt#guitar#singe#microphone,The,The man in black is holding a guitar and singing a tambourine with a microphone in shirt.
binocular#walk#look#stick#mountain,The,"The binoculars are looking at the mountains, and the camera is walking around with a stick."
stand#sign#side#road#hold,The,The road signs are on the left side and the sign for the stand is on the right side.
sit#table#money#hand#count,The,The table below is a list of all the sitting hand-to-hand weapons in the money.
wear#backpack#head#lay#sunglass,The,"The man is wearing a red hat and sunglasses, and is laying on his head in a wheelchair."
ride#attempt#lasso#horse#cow,The,"The horse attempted to lasso the cow, but the horse was unable to ride the large animal."
table#lamp#hair#hold#glass,The,The table below shows the length of hair that has been held to a lamp with a glass bulb.
mail#carrier#package#deliver#scan,The,"The carrier was able to deliver the mail package and scan it, but it was not able to."
stand#sit#game#audience#watch,The,The audience was watched by a few hundred people who sat in a standing-room-only game.
walk#leave#line#tree#path,The,The leaves are deciduous trees that can be walked on along the path lined by the bridge.
wear#courtyard#stand#cobble#headscarf,The,The headscarf is now worn in the courtyard of the main building and stands in the cobbled.
ball#player#chase#hold#team,The,The team also holds the ball in the Chase for the Cup as a player during the regular season.
demonstrate#use#meat#grind#machine,The,"The man is demonstrating how to grind meat using a grinding machine, and he is using a machine."
school#background#fish#diver#swim,The,"The school has a swimming background, and divers have been trained to swim with the fish in it."
rope#wear#helmet#hold#smile,The,"The man is wearing a helmet, holding a pistol, and smiling with a round in his mouth."
front#stand#coat#painting#hold,The,The coat of arms of the United Kingdom is held in front of a painting of a man standing.
water#rub#hand#turn#faucet,The,"The water turns yellow, and faucet rubs against the hand of a man with glasses."
watch#bar#jump#athlete#mat,The,"The men are watchful athletes who jump from mat to bar, sometimes twice a day or more."
action#sound#crack#produce#knuckle,The,The sound of the cranks is produced by the action of the pistons on the camshaft.
eat#drink#sit#restaurant#wine,The,The restaurant sits in the middle of a wine and wine tasting restaurant where customers can drink and eat.
pile#fall#ground#jump#snow,The,"The man who fell to the ground, and who jumped into the snow, was a Piles."
mouth#food#watch#shove#disbelief,The,"The man is trying to shove the food into his mouth, but he can only watch in disbelief."
raise#research#money#run#marathon,The,The fund ran out of money and was raised for the research of a marathon runner in New York.
window#lady#use#wipe#rug,The,The Lady uses a rug to wipe the blood off of the window of her room as she exits.
speech#crowd#award#give#front,The,"The crowd gave the award in front of a large, open-air stage in a public speech."
smoke#access#laptop#step#sit,The,The laptop is now sitting on a step-by-step to access the Smoke and Mirror.
pail#shirt#cap#jean#drum,The,"The man in the shirt is Jean-Pierre Drum, who has been cap-tied bail."
stand#dog#rubble#look#platform,The,"The dog stands on the rubble, looking at the platform, then stops and looks at the camera."
hold#marker#shirt#track#run,The,"The next track, ""Tornado"", holds a marker in the middle of the track running."
professor#list#hall#student#fill,The,The college is a Grade II* listed building and is filled with students and faculty in the hall.
bottle#cork#take#sip#pop,The,The cork takes a long time to sop up the bottles and sips on the pop.
paper#hold#piece#stand#stage,The,"The paper holds that the two pieces stand on different stages of the same process: ""All three."
leg#fire#shave#hair#set,The,The man with black hair is wearing a black leather jacket set off by a leg length black fire.
horse#ride#shoot#run#dog,The,"The horse is running, the dog is riding, and the horse is shot down by a horse."
lady#apply#process#makeup#explain,The,The process of applying for a makeup job can be explained by a lady in her mid-30s.
box#food#bucket#sit#light,The,The box is lit up with a bucket of food that is sitting on the counter to the side.
hand#wear#glass#knuckle#pop,The,The man is wearing a pink knitted top with a pop of glass in the middle of hands.
shirt#paint#wear#face#picture,The,The picture is painted by the face of a man wearing a black T-shirt and blue jeans.
turker#problem#invite#photo#gripe,The,"The photo was first invited to the Turkers' ""Grupe"" problem in August 2010."
ball#room#hand#stand#arm,The,The ball is in the hand of someone who is standing in a room with an arm around someone.
field#cheer#take#team#cheerleader,The,The cheerleaders were taken out of the field by the team's cheerleading coach after the game.
front#street#gate#home#clean,The,"The home was cleaned up in front of the street, with the gate closed and a wooden gate."
balloon#hold#tongue#jacket#stick,The,The man holding the balloon is a man in a jacket with a tongue sticking out of his mouth.
instruction#tee#hit#baseball#give,The,The following is a list of Major League Baseball (MLB) pitchers who gave up home runs.
walk#use#balance#tightrope#pole,The,The balance of power was used to walk a tightrope between the Poles and the Soviet Union.
grill#meat#individual#descent#market,The,The meat is ready to be grilled or sautéed for individuals or for a market.
talk#fireman#front#firetruck#duty,The,The firemen are talking to the firetruck on the front of the fireman's duties.
sit#eye#box#hold#close,The,"The box was closed, the eyes were held, the sitters were still in the same position."
shoot#stand#side#arrow#hill,The,"The two sides of the hill stood close to each other, with arrows shooting from both sides towards them."
cry#sit#finger#mouth#toddler,The,The toddler is crying and sits with his mouth wide open as he cries for his mother's finger.
look#finger#finish#hair#run,The,"The man's hair was running down to his knees, and he finished looking at his right finger."
run#watch#jump#pit#bunch,The,The pits are filled with a bunch of people who are watching and jumping up and running around them.
shirt#front#snap#stand#finger,The,The man is standing in front of a teddy bear with the words ‪ snap your fingers.
road#car#stop#middle#stand,The,"The car stands at the middle of a road, stopped in the middle with a traffic light overhead."
chess#table#male#game#sit,The,The male is also sitting in the chess table and is playing a game with the female in white.
day#robe#hallway#walk#clothe,The,The man is walking down the hallway wearing a black robe and clothes on his back during the day.
hold#player#statue#quarterback#position,The,"The quarterback position was held by Terrell Davis, who was an All-American and statue player."
half#top#watermelon#cut#knife,The,The watermelon was cut in half with a knife and placed on top of the hot watermelon.
dog#back#jump#boat#water,The,"The dog jumped over the boat and into the water, but it was back in the same position."
fill#sausage#meat#casing#machine,The,"The meat is filled with sausage, olives, and a special casing on the outside of the machine."
dry#clean#paper#face#toilet,The,"The paper has been cleaning up the face of the toilet, dry and wet, since 1891."
fish#flop#ice#fisherman#watch,The,The fishermen are watching the flop of the ice as they fish for salmon in the same area.
table#toddler#newspaper#read#place,The,The newspaper was placed on the table by a toddler who was reading it to her older brother nearby.
entitle#store#take#place#street,The,"The street was taken over by a large crowd of people, entitled to a place in the store."
bounce#pool#dive#flip#board,The,The pool has since been announced to be flipped over to the diving board next to the main deck.
river#cross#elephant#tour#guide,The,"The elephant in the room is the tour guide, who crosses his arms across his mouth over his river."
face#table#give#lay#massage,The,The table below gives a small overview of the treatments that are laid out on the face of Dr.
phone#computer#look#desk#box,The,"The computer is looking at the phone, the desk, the box, and the chair behind it."
beach#ocean#wear#stand#look,The,The beach is looked upon by many people as a stand-out spot to wear a white ocean.
talk#sunglass#field#lady#wear,The,The young lady is wearing a yellow field dress and is talking to a red sunglasses-wearing.
chop#half#stand#axe#log,The,"The men are standing in a log-chop, with the axe in the first half overhead."
crane#body#water#park#car,The,"The body is a car park with a crane, water lily pads and a mangrove."
scale#hold#wall#fire#hand,The,"The wall was initially held up by a large scale fire, with hand-painted graffiti on it."
stone#sharpen#chef#demonstrate#knife,The,The chef is demonstrating how to use the knife to sharpen a stone to make it into knife.
pour#egg#whisk#skillet#fork,The,"The skillet is then poured over the eggs, whisking to even out the yolks evenly."
sew#thread#needle#hand#put,The,"The needle is put into the thread, and the needle is sewn into the hand of man."
dispenser#fold#box#move#paper,The,"The paper was later folded into a box and moved to the ""dispenser"" in it."
lift#wear#arm#overall#smile,The,"The woman is wearing a black skirt, and she lifts her arms to show her overalls smile."
wood#break#piece#half#class,The,"The first half was broken up by a piece of wood, which was classed as an offensive."
ride#trick#boat#perform#ski,The,The trick is to perform the ski-cycle on the boat and ride it back to the boat.
bar#pull#front#hold#mirror,The,The front of the barrel is held in place by a pull-up mirror on the same barrel.
back#leg#arm#lay#move,The,"The leg was laid on the back of the arm, and then moved to the right leg again."
street#wear#cigarette#shirt#smoke,The,The man in black shirt is wearing a cigarette and smoke is coming out of the street behind him.
begin#clap#crawl#hand#smile,The,The male hand crawls across the ground and begins clenching and unclenching his smile.
enjoy#cap#laugh#wear#popsicle,The,"The man wearing a white cap and black jacket, who was enjoying a stroll with a popsicle."
wave#catch#fall#surfer#board,The,The surfers are caught by the wave and fall off the board and the surfer is killed.
body#background#movement#perform#music,The,"The music video for ""Work This Body"" was performed by the Black Eyed Peas background movement."
read#look#sit#menu#window,The,The window is wide enough to sit on the menu and looks good enough to read from the window.
wear#flannel#pumpkin#field#touch,The,The pumpkin is ready to be placed in the field to wear and touch by the florist.
stand#map#report#front#weather,The,The weather was reported on the map with a weather stand in front of the building ready to be used.
hold#pose#cup#front#tree,The,The woman is posing in front of a tree holding a cup of water and a plastic bag beside it.
ride#advertisement#read#magazine#subway,The,The magazine was read by more than one advertisement for the subway rides between Manhattan and Manhattan Beach Island.
color#dance#light#change#room,The,"The room is lit up with a mix of different colors and patterns, changing from dance to music."
rise#wreck#darkness#submersible#leave,The,The wreck of the submersible was left to the darkness and the rising sun of the day.
pair#polish#shoe#demonstrate#clean,The,"The shoes were polished, demonstrating that they had been cleaned by a pair of hands and then polished."
carry#pouch#wear#project#ladder,The,The project was carried out by the Autonomous University of Pernambuco wearing a GPS.
apron#sausage#cut#hat#kitchen,The,The main hat was cut off by a man in a kitchen with two pizzas and a sausage.
track#disc#spin#field#throw,The,"The track was spun in the field, and the disc was thrown over the left field wall again."
front#slide#blow#bubble#board,The,The boomers are sliding off the board and the boomers front of the bubble are being blown.
field#wear#hammer#throw#kilt,The,"The man is wearing a kilt, but he is throwing a hammer across the field of play."
tie#string#dance#ankle#wrist,The,The woman is wearing a black ankle-length dress with a string tied around her wrist and dancing.
stand#look#paper#snow#read,The,The paper is looking at the snow and how it stands up to read and write on it.
item#machine#place#seal#bag,The,The machine is placed in a plastic bag and sealed with a plastic item to prevent it from escaping.
pipe#smoke#light#music#listen,The,"The music was light, listenable, and the smoke from the pipes was beautiful to the eyes."
step#distance#throw#shot#circle,The,"The shot circle was thrown in the distance, and he stepped into the shot circle to avoid it."
put#milk#pail#cow#milk,The,"The milk is put into a pail, and the milk is poured into a cow's milk."
blow#use#dryer#dry#hair,The,The dryer is used to blow dry the hair and the dryer can be used to dry.
glow#skateboard#ride#night#wheel,The,The skateboarder is riding a flat-twin wheel and gliding down a snowy night.
target#foot#knife#lay#back,The,"The target was laid out on the back of a knife, with one foot up in the air."
friend#corner#basket#flower#dress,The,The flowers are arranged in the corner of the basket to keep your friend's dress out of sight.
locate#building#plane#look#front,The,"The building is located in front of the ""I-5"" and looks similar to other planes."
hose#push#debris#water#gutter,The,"The gutter pushed out of the water, and debris was hosing down the road in front."
scroll#sunglass#tattoo#hair#hold,The,"The tattooed hair was held up by a purple sunglasses, which partially obscured the left eyebrow tattoo."
ground#take#bag#picture#lay,The,The ground floor is laid out with a picture of a bag that takes up most of the floor.
back#stand#stomach#wax#lay,The,The man is laying wax on the back of her stomach and is standing on her stomach with her.
tail#pull#water#hold#alligator,The,"The tail of the alligators pull away from the water, which is held in place by wire."
sit#pant#stripe#table#shirt,The,The black-and-white shirts are sitting on a striped table in the pantry of Mr.
throw#knife#stand#target#front,The,"The man is standing in front of a knife, and he throws it at the target's face."
dance#watch#crowd#stage#clap,The,The stage was set for a huge crowd to watch the clap and dance on the main stage.
game#lead#involve#head#touch,The,The game involves touching the head of a man who is led by a man in a black robe.
track#outfit#biker#wear#ride,The,The biker outfit is wearing a long-sleeved black outfit and riding on a track.
side#road#crowd#pass#wave,The,"The crowd passed by the side of the road, waving at the officers as they passed by them."
hair#instruction#give#doll#braid,The,"The doll is given instructions to braid her hair, but she does not do so for herself."
jump#bike#spectator#watch#racer,The,The racer is watched by a spectator who jumps on his bike to watch the race from the track.
sew#test#push#hand#machine,The,"The man pushes the machine into the test chamber, removing the seal and removing the hands from it."
place#grinder#meat#wear#glove,The,"The player wears a grinder, which is placed in the gloves of the meat grinder."
tongue#move#head#stick#smile,The,"The young woman is smiling and moving her head slowly, as if she is listening to a tune."
present#mix#plate#ingredient#cook,The,The plate is a mix of cooked and raw ingredients that is presented as a cake or muffin.
hit#volleyball#beach#jump#ball,The,The beach ball jump was a hit with the women and the men of the volleyball team in particular.
ladder#walk#toddler#climb#path,The,The children are walking down the path with their parents and climbing up the lily pads with toddler.
front#couple#picture#pose#fountain,The,The couple also posed in front of a fountain with a picture of their daughter in the water behind them.
blower#spin#lie#use#chair,The,"The company was spun off in 2000 and is now used to make chairs, blowers and lie."
rock#trunk#water#wear#jump,The,"The water is wearing off, and the rock's trunk is jumping up and down like a water."
walk#toss#house#worker#package,The,"The house was packed with workers and children, who were tossing and walking up and down the packages."
stomp#wine#stand#grape#barrel,The,The wine barrel stands in a stomping rain with grapes hanging from it's barrel and wine.
